,0,1,2,3
305,2020.03.13.,뉴스엔,문소리 사이다 입담 #소리BAR #비밀연애 #보디메이트[어제TV],첫 페이지부터 고량주가 보이자 문소리는 당황했다. 술을 잘 마시냐는 질문에 문소리는 “죽을 때 내가 술을 적게 먹어서 아쉽다 생각은 안 들 것 같다. 먹을 만큼 먹었다”고 화끈한 모습을 보였다. 송은이는 서울에...
306,2020.03.06.,리걸타임즈,[리걸타임즈 칼럼] 핸드백 형태 모방을 통한 부정경쟁행위의 성립,"최근 제3자가 정식 연태고량주 병 형태와 유사한 병에 중국에서 수입한 고량주를 담아 판매한 사례에서, 서울중앙지방법원은 고량주 병 형태의 상품표지성을 인정하면서 ""널리 인식된 고량주 병세트와 구성 및 디자인이..."
307,2020.02.28.,스타데일리뉴스,"고량주 '설원', 인천 송도에 따룽훠궈 직영점 개설","'설원' 고량주가 소비자 감동 실현을 위한 2020년 비전을 밝혔다. 2016년 중국 설원 제조사인 해림시설원주업... 설원 고량주의 환상적인 맛의 조합과 묘미를 느낄 수 있을 것""이라며 따룽훠궈와 설원 고량주 브랜드 상승..."
308,2020.02.13.,비즈엔터,연희동에서 만난 화교 왕치빈 형제...류수영&이경규 한끼 성공,류수영과 이경규를 받아준 화교 형제의 형은 고량주 회사에서 일을 하고 있었고 동생 왕치빈은 동국대학교를 나왔다고 했다. 그러자 이경규는 후배를 만났다고 환한 웃음을 지었고 류수영도 아내 박하선이 동국대를...
309,2020.02.07.,KBS언론사 선정,[팩트체크K] “알코올 소독제 없어요”… 50도 고량주로 손 소독 가능할까?,"""중국에서는 손 세정제가 없어 50도짜리 중국 백주를 대신 쓴다."" 중국 교민들의 모임인 중국한국인회 박원우 회장이 오늘(7일) 박원순 서울시장을 만나 말한 내용입니다. 중국 사정이 열악하다는 것과 의료품과 구호품..."
310,2020.02.06.,헤드라인제주,제주 잡곡류 재배의 역사,"중국어나 한자로는 고량(高粱)이라고 표기하며, 중국에서는 고량주의 주 원료로 사용된다. 제주지역에서 수수는 제주 재래종이 주로 재배되어 1984년 133ha까지 재배되다가 계속 감소되어 1995년 이후에는 거의 재배가..."
311,2020.02.04.,뉴스핌,"A주 폭락 속 '역주행' 외자, 대규모 해외자금 어떤 종목 왜 샀나","상하이 시장에서는 고량주 대표 종목 귀주모태(600519.SH), 보험 금융 기대주 중국평안(601318.SH), 교통... 선전거래소에서는 가전 대표 브랜드 거리전기(000651.SZ), 배터리 유망주 CATL(300750.SZ), 고량주 제조자 양하고빈..."
312,2020.02.04.,코리아쉬핑가제트,푸드톡앤톡/속풀이 해장음식,"맥주나 막걸리처럼 속이 더부룩해지기 쉬운, 즉 소화를 지연시키는 ‘이체증’을 일으키는 술을 마신 후에는 속을 풀어주는 콩나물국이나 맑은 소고기 무국을 소주나 양주, 고량주와 같은 독주는 선짓국이나 설렁탕을..."
313,2020.02.03.,동아일보언론사 선정,한국 맥주보다 맛있는 북한의 이것은? [송홍근 기자의 언박싱평양],일반 주민들은 ‘감주’라고 일컫는 막걸리나 중국에서 수입한 싸구려 고량주를 주로 마십니다. 북한에서는 알코올 도수가 높은 유럽식 맥주가 대세인데요. 북한 맥주는 특히 러시아 발티카맥주의 영향을 받았습니다....
314,2020.02.02.,아시아경제,"[드링킷] '술방'만 있으면 혼술, 외롭지 않아","대학 시절 일명 '토마토(토하고 마시고 토하고)'의 삶을 살았다고 밝힌 그는 주종을 가리지 않는 것으로 유명하지만, 그 중 최애술은 '연태 고량주'라 하니 그의 술 사랑은 차원이 다르다는 것을 알 수 있었다...."
315,2020.01.14.,뉴스핌,"중국 부호들의 '라이프 스타일', 부동산 투자 선호 일본 해외 여행 1순위로 꼽...","와인은 백주(고량주)를 제치고 3위를 기록했다. 여성 부호들은 화장품 선물 증정하는 것을 가장 좋아하는 것으로 조사됐다. 그 뒤를 이어 귀금속과 액세서리가 2,3 순위를 차지했다. 루이비통는 남녀 부호들이 가장..."
316,2020.01.14.,뉴스핌,"[차이나 피플&현장] '전쟁이 빚어낸 풍요', 르뽀 대만판 마오타이 금문고량주...","금문도의 명물 금문 고량주의 기원과 번영은 금문도에 관한 한편의 서사시다. 1월 9일 중국땅 샤먼 우통... 금문 고량주 주창(양조공장)이 나온다. 대만 진먼현((金, 금문도)의 서북쪽 진닌샹 타오위안루 1호(金 桃路 1호)..."
