,0,1,2,3
20,2020.12.25.,라이센스뉴스,"집에서 만드는 시그니처 커피 레시피...""연말 집콕족 마음 달래""","◇ 커피와 보드카의 환상적 콜라보 '에스프레소 마티니' (사진 =  유라 ) 커피와 술의 조합인 '커피 칵테일... 에스프레소 마티니를 만들려면 유라 커피머신에서 추출된 에스프레소 투 샷(원 샷30ml 기준), 보드카(앱솔루트)..."
21,2020.12.25.,파이낸셜뉴스,연말 집콕족 마음 달래 줄 커피 레시피는?,"■커피와 보드카의 환상적 콜라보 ‘에스프레소 마티니’ 커피와 술의 조합인 ‘커피 칵테일’과 함께 라면... 에스프레소 마티니를 만들려면 유라 커피머신에서 추출된 에스프레소 투 샷(원 샷30ml 기준), 보드카..."
22,2020.12.25.,에너지경제,"식음료 업계, 나 홀로 송년회 완성 ‘1인 파티푸드’ 눈길","이 때 다양한 음료와 주류에 섞어 맛과 알코올 농도 조절이 가능한 토닉워터를 활용하면 누구나 개성 있는 칵테일과 에이드를 만들 수 있다.하이트진로음료 ‘진로 토닉워터’ 시리즈는 보드카, 진(Gin) 등 도수가 높은..."
23,2020.12.25.,FETV,"""우리 모두를 위해” 나 홀로 송년회 완성하는 ‘1인 파티푸드’ 눈길","하이트진로음료 ‘진로 토닉워터’ 시리즈는 보드카, 진(Gin) 등 도수가 높은 주류는 물론 한국인이 즐겨 마시는 소주와 섞어 마시기에 최적화된 한국형 칵테일 믹서다. 실제 ‘진로 토닉워터’ 시리즈는 국내 토닉워터..."
24,2020.12.25.,FETV,"""연말 분위기 UP!"" 연말 집콕족 마음 달래 줄 시그니처 커피 레시피","◆ 커피와 보드카의 환상적 콜라보 ‘에스프레소 마티니’ 커피와 술의 조합인 ‘커피 칵테일’과... 에스프레소 마티니를 만들려면 유라 커피머신에서 추출된 에스프레소 투 샷(원 샷30ml 기준), 보드카..."
25,2020.12.25.,글로벌이코노믹,"[일상여행] 호텔업계 ""안전한 호캉스로 '특별한 연말' 만드세요~""",거실을 따로 갖춘 약 21평 크기의 스위트룸에서 프랑스 명품 보드카 '그레이구스'를 마시고 해장 룸 서비스가 제공된다. 강원도 정선의 파크로쉬 리조트앤웰니스는가리왕산과 두타산의 절경을 바라보며 오붓하게 노천...
26,2020.12.24.,일간NTN,"""아직 벗지 마!""…페르노리카, ""슬기로운 음주 생활"" 캠페인","좋은 술을 즐기는 사람들이라면 싱글몰트 위스키 '더글렌리벳'과 '아벨라워', 프리미엄 화이트 스피릿인 '앱솔루트 보드카', 프리미엄 진 '몽키47'와 '비피터', 아이리쉬 위스키 '제임슨', 리큐르 '깔루아'와 '말리부..."
27,2020.12.24.,인사이트,츄파춥스 딸기맛 나는 앱솔루트의 달달한 신상 '딸기 칵테일','앱솔루트 주스 스트로베리'는 프리미엄 보드카 앱솔루트에서 최근 출시한 신제품이다.천연 딸기 주스를 더해 상큼하고 달콤한 맛과 향을 즐길 수 있는 것이 특징이다.특히 기존 오리지널 제품보다 낮은 도수인 점이...
28,2020.12.24.,싱글리스트,칵테일부터 핑거푸드...'나홀로 송년회' 위한 1인 파티푸드,"하이트진로음료 '진로 토닉워터' 시리즈는 보드카, 진, 소주와 섞어 마시기에 최적화된 한국형 칵테일 믹서다. 토닉워터 특유의 쌉쌀함과 레몬, 라임의 상큼한 조화가 이루어진 맛이 특징이다. 확장제품인 '토닉워터..."
29,2020.12.24.,메디컬투데이,"하이트진로, 나 홀로 송년회 완성하는 ‘1인 파티푸드’ 사례 소개","하이트진로음료 '진로 토닉워터' 시리즈는 보드카, 진 등 도수가 높은 주류는 물론 한국인이 즐겨 마시는 소주와 섞어 마시기에 최적화된 한국형 칵테일 믹서다. 실제 '진로 토닉워터' 시리즈는 국내 토닉워터 시장 1위를..."
30,2020.12.24.,세계일보,나홀로 송년회 완성하는 ‘1인 파티푸드’ 눈길,"하이트진로음료 ‘진로 토닉워터’ 시리즈는 보드카, 진(Gin) 등 도수가 높은 주류는 물론 한국인이 즐겨 마시는 소주와 섞어 마시기에 최적화된 한국형 칵테일 믹서다. 실제 ‘진로 토닉워터’ 시리즈는 국내 토닉워터..."
31,2020.12.24.,인사이트,"하이트진로 등 식음료업계, 나홀로 송년회에 빠질 수 없는 다양한 '1인 파티푸...","하이트진로음료 '진로 토닉워터' 시리즈는 보드카, 진 등 도수가 높은 주류는 물론 한국인이 즐겨 마시는 소주와 섞어 마시기에 최적화된 한국형 칵테일 믹서다.'진로 토닉워터'는 토닉워터 특유의 쌉쌀함과 레몬, 라임의..."
32,2020.12.24.,스마트경제,코로나19에 홀로 송년회 완성하는 '1인 파티푸드' 눈길,"하이트진로음료 '진로 토닉워터' 시리즈는 보드카, 진(Gin) 등 도수가 높은 주류는 물론 한국인이 즐겨 마시는 소주와 섞어 마시기에 최적화된 한국형 칵테일 믹서다. 실제 '진로 토닉워터' 시리즈는 국내 토닉워터 시장..."
33,2020.12.24.,서울경제언론사 선정,"""여긴 1.5단계 지역···24~26일 전국 유일 클럽 오픈"" 파티 초청 '눈살'","주류에는 돔(돔 페리뇽) 90만원, 알망(아르망디) 200만원, 룩벨럭스(룩벨레어 럭스) 30만원 등 샴페인과 보드카를 가격을 적었고, 20％를 선입금하면 예약해주고 아닐 시에도 당일에 테이블을 잡아주겠다는 조건까지 달았다...."
34,2020.12.24.,OSEN,"'유퀴즈' 음주 독서가 CEO, 대기업 박차고 책방 차린 이유[어저께TV]","특히 소설을 읽을 때 더 집중이 되는 듯하다”며 “책 ‘상실의 시대’에서 주인공들이 보드카 토닉을 마시는데, 저도 그 책을 읽으면서 그 술을 따라 마셨다”고 전하기도 했다. 자신처럼 책을 읽으며 술을 마시는 걸..."
35,2020.12.24.,이데일리,연말 홈파티 위험한 이유가 있네?... 안전하게 집에서 와인 한잔,그런데 와인은 발효되는 과정에서 이미 아세트알데하이드가 생성되고 불순물도 많이 발생해 과음할 경우 더 도수가 높은 소주나 보드카보다 취기가 오래가고 숙취도 심하다. 박주연 원장은 “특히 올해 크리스마스는...
36,2020.12.23.,이투데이,"연희동 책바, 김영하 작가도 찾는 곳…메뉴‧위치 어디?",특히 ‘책 속의 그 술’로는 무라카미 하루키의 ‘상실의 시대’에 나오는 보드카 토닉 등 소설 속 주류가 판매된다. 한편 ‘책바’는 서울 서대문구 연희맛로에 있으며 7시부터 새벽 1시까지 운영된다.
37,2020.12.23.,여성조선,세계문화유산으로 등록된 라트비아 리가 구시가지,이웃 에스토니아와 리투아니아 지역 사람들도 가난에서 벗어나려고 리가의 보드카 공장이나 담배 공장으로 돈을 벌러 왔다. 도시 인구 밀도가 높아지면서 좁은 땅에 집을 다닥다닥 붙여 높이 올렸다. 그때 지어진...
38,2020.12.23.,OSEN,"'유퀴즈' 교통리포터→환경미화원, 오늘 하루 열심히(ft.머라이어 캐리)[종합...","그는 “소설 속에 등장하는 술을 마신다”며 “‘상실의 시대’에서 주인공들이 보드카 토닉을 마시는데, 저도 읽으면서 그 술을 따라 마셨다”고 밝혔다. 서울 연희동에서 책방을 운영 중인 정 대표는 “손님의..."
39,2020.12.23.,매일경제,"‘유퀴즈’ “평생 하고파” 정인성 대표, 대기업 퇴사후 심야책방 운영…남성...","특히 그는 소설에 나오는 술을 즐긴다면서 무라카미 하루키가 쓴 소설 ‘노르웨이의 숲’을 언급하면서 “거기에 나오는 보드카 토닉이란 술이 있는데, 거기 주인공들이 다섯 잔 연속으로 마신다”고 음주 독서가의..."
40,2020.12.23.,엑스포츠뉴스,"심야서점 정인성 대표 ""기억에 남는 손님? 김영하 작가"" (유퀴즈)","'상실의 시대'라고 거기에 나오는 보드카 토닉이라는 술이 있는데 너무 맛있어서 주인공들이 다섯 잔, 여섯 잔 마신다""라며 설명했다. 유재석은 기억에 남는 손님이 있는지 질문했고, 정인성 대표는 김영하 작가를..."
41,2020.12.23.,스포츠투데이,"'유퀴즈' 정인성 ""음주 책방 운영, 김영하 작가도 방문"" [TV캡처]","'상실의 시대'에서 보드카 토닉이 나오는데 주인공들이 너무 맛있어서 5잔 연속으로 마신다. 나도 읽으면서 따라 마시곤 한다""고 전했다. 이어 ""코로나19 전에는 7시에 오픈해 새벽 1시반까지 영업했다""며 ""처음에는 낮은..."
42,2020.12.23.,싱글리스트,"정인성 연희동 책바 대표, 음주독서 취향 ""'상실의 시대' 보드카 토닉""","자주 마시는 술에 대해 묻자 ""'상실의 시대'에 나오는 보드카 토닉이라는 술이 있는데 거기서 주인공들이 다섯잔을 연속으로 마신다""라고 답했다. 이어 ""저도 읽으면서 따라마신다""라며 독특한 음주 문화를 소개했다...."
43,2020.12.23.,디지틀조선일보,'프라이빗한 공간'에서 보내는 이색적인 연말연시 호캉스,"이 객실에는 최대 4인이 투숙할 수 있으며, 20만원 상당의 프랑스 명품 보드카 ‘그레이구스(750ML)’와 맥주를 포함한 주류 세트와 해장 룸서비스를 주요 혜택으로합리적인 가격대에 구성해 파티 컨셉의 호캉스를..."
44,2020.12.23.,싱글리스트,연말 분위기 UP! 집콕족 달랠 커피 레시피,"# 커피와 보드카의 환상적 콜라보 '에스프레소 마티니' 커피와 술의 조합인 '커피 칵테일'과 함께 라면 연말... 에스프레소 마티니를 만들려면 유라 커피머신에서 추출된 에스프레소 투 샷(원샷 30ml 기준), 보드카(앱솔루트)..."
45,2020.12.23.,머니투데이언론사 선정,"""연휴에 클럽 가고 싶으면 1.5단계 양양으로"" 새벽에 뿌려진 카톡 논란","주류에는 돔(돔 페리뇽) 90만원, 알망(아르망디) 200만원, 룩벨럭스(룩벨레어 럭스) 30만원 등 샴페인과 보드카 종류 및 가격이 제시됐다. 이어 20%를 선입금할 경우 예약을 확정하겠다는 문구도 적혔다. 서핑 명소 알려진..."
46,2020.12.23.,한국경제TV언론사 선정,전국 유일 오픈? 이 시국에 크리스마스파티 연다는 양양 클럽,"주류에는 돔(돔 페리뇽) 90만원, 알망(아르망디) 200만원, 룩벨럭스(룩벨레어 럭스) 30만원 등 샴페인과 보드카를 가격을 적었고, 20％를 선입금하면 예약해주고 아닐 시에도 당일에 테이블을 잡아주겠다는 조건까지 달았다...."
47,2020.12.23.,경기일보,[의학칼럼] 술에 대한 경각심으로 연말 건강하게 보내야,그런데 와인은 발효되는 과정에서 이미 아세트 알데하이드가 생성되고 불순물도 많이 발생해 과음하면 더 도수가 높은 소주나 보드카보다 취기가 오래가고 숙취도 심하다. 특히 올해 크리스마스는 연휴인 탓에 다음날에...
48,2020.12.23.,건강다이제스트,안전하게 집에서 와인 한 잔? 연말 홈파티가 위험한 이유,"과음할 경우 도수가 더 높은 소주나 보드카보다 취기가 오래가고 숙취도 심하다. 다사랑중앙병원 정신건강의학과 박주연 원장은 ""올해 크리스마스는 연휴여서 부담이 없는데다 코로나19로 다사다난했던..."
49,2020.12.23.,연합뉴스언론사 선정,"""양양서 전국 유일 클럽 오픈, 1.5단계라 맘 편히 놀러 와""","주류에는 돔(돔 페리뇽) 90만원, 알망(아르망디) 200만원, 룩벨럭스(룩벨레어 럭스) 30만원 등 샴페인과 보드카를 가격을 적었고, 20％를 선입금하면 예약해주고 아닐 시에도 당일에 테이블을 잡아주겠다는 조건까지..."
50,2020.12.23.,KOTRA해외시장뉴스,우즈베키스탄 2020년 경제현황 및 2021년 조세제도 변경점,"~ 1 식품원료로부터 정류된 알코올, 에틸알데히드 종류로 부터 얻어진 것 70% 10,800 12,500 13,500 2 보드카, 꼬냑 등(40도 이하)의 알코올 제품 리터당 50,000 98,000 116,400 125,100 보드카, 꼬냑 등(40도 초과)의 알코올..."
51,2020.12.23.,아주경제,"외출도, 여행도 두려운 연말연시…안전하게 '호텔콕' 즐길까?","객실에는 최대 4인이 투숙할 수 있으며, 보드카 '그레이구스(750ML)'와 맥주를 포함한 주류 세트와 해장 룸서비스를 주요 혜택으로 제공한다. 완도산 전복을 넣은 해물라면과 호텔 시그니처 버거인 '강남 버거', 계란..."
52,2020.12.23.,경남도민신문,세상에서 가장 달콤하고 아늑한 나만의 혼술의 순간,"▲ 앱솔루트 보드카, 키티버니포니와 협업 한정판 'My Juicyful Home Set' 앱솔루트 보드카(ABSOLUT VODKA)가 디자인 패브릭 브랜드 키티버니포니(kittybunnypony)와 협업해 '앱솔루트 주스 스트로베리(ABSOLUT JUICE STRAWBERRY)'만의..."
53,2020.12.23.,CCTV뉴스,"앱솔루트 보드카, 키티버니포니와 함께 한정판 리빙 굿즈 '마이 쥬시풀 홈 세...","앱솔루트 보드카(ABSOLUT VODKA)가 디자인 패브릭 브랜드 키티버니포니(kittybunnypony)와 협업해 '앱솔루트 주스... 페르노리카 코리아 앱솔루트 보드카 관계자는 ""'잇츠 어 쥬시풀 데이' 캠페인 영상이 '앱솔루트 주스..."
54,2020.12.22.,울산제일일보,"""쉐프의 만찬,집에서 즐기세요""","또한 '집에서 즐기는 나도 바텐더'라는 콘셉트로 칵테일 패키지 상품을 준비했으며 진, 보드카, 데킬라와 토닉, 소다워터 등의 소프트드링크 및 레몬 슬라이스 등의 부재료를 패키지로 제공해 집에서도 쉽게 칵테일을..."
55,2020.12.22.,하비엔,"앱솔루트 보드카-키티버니포니, 한정판 리빙 굿즈 '마이 쥬시풀 홈 세트' 29C...", 앱솔루트 보드카(ABSOLUT VODKA)가 디자인 패브릭 브랜드 키티버니포니(kittybunnypony)와 협업해 ‘앱솔루트... 페르노리카 코리아 앱솔루트 보드카 관계자는 “‘잇츠 어 쥬시풀 데이’ 캠페인 영상이 ‘앱솔루트 주스...
56,2020.12.22.,아시아타임즈,"앱솔루트 주스 스트로베리 X 키티버니포니, 한정판 리빙 굿즈 ‘My Juicyful ...",앱솔루트 보드카(ABSOLUT VODKA)가 디자인 패브릭 브랜드 키티버니포니(kittybunnypony)와 협업해 ‘앱솔루트... 페르노리카 코리아 앱솔루트 보드카 관계자는 “‘잇츠 어 쥬시풀 데이’ 캠페인 영상이 ‘앱솔루트 주스...
57,2020.12.22.,머니S,2020 연말 리미티드 에디션 ‘앱솔루트 무브먼트’ 출시,창의력과 혁신의 아이코닉한 브랜드 앱솔루트 보드카(ABSOLUT VODKA)가 모두가 하나되어 함께 더 나은 미래를... ‘앱솔루트 무브먼트’ 한정판의 하늘색 반투명한 보드카 병은 한 병당 약 40%가 재활용 유리로 제작돼 지속...
58,2020.12.22.,테크월드,"앱솔루트 보드카-키티버니포니, 한정판 리빙 굿즈 '마이 쥬시풀 홈 세트' 출시..."," 앱솔루트 보드카(ABSOLUT VODKA)가 디자인 패브릭 브랜드 키티버니포니(kittybunnypony)와 협업해 '앱솔루트... 페르노리카 코리아 앱솔루트 보드카 관계자는 ""'잇츠 어 쥬시풀 데이' 캠페인 영상이 '앱솔루트 주스..."
59,2020.12.22.,이데일리,"앱솔루트, 키티버니포니와 리빙 굿즈 ‘마이 쥬시풀 홈 세트’ 출시",[이데일리 이재길 기자] 앱솔루트 보드카가 디자인 패브릭 브랜드 키티버니포니와 협업해 한정판 리빙... 페르노리카 코리아 앱솔루트 보드카 관계자는 “’잇츠 어 쥬시풀 데이‘ 캠페인 영상이 ’앱솔루트 주스...
60,2020.12.22.,비즈월드,"앱솔루트 보드카, 키티버니포니와 협업 통한 한정판 리빙 굿즈 '마이 쥬시풀 ...",주류브랜드 '앱솔루트 보드카(ABSOLUT VODKA)'가 디자인 패브릭 브랜드 키티버니포니(kittybunnypony)와 협업해... 사진=페르노리카 코리아 제공  주류브랜드 '앱솔루트 보드카(ABSOLUT VODKA)'가 디자인 패브릭 브랜드...
61,2020.12.22.,서울신문,시드니 ‘셀피 명소’ 추락사 영국 여성은 약 기운에 쩔어 그만,데이비스는 계속 보드카를 마시고 있었고 일행은 모두 약과 알코올 기운에 쩔어 있었던 것으로 보인다고 했다. 그녀는 세 남성과 함께 있었는데 그 중 한 남성이 “그녀가 죽었네”라고 말한 것으로 알려졌다. 태국과...
62,2020.12.22.,뉴시스,"[울산소식] 롯데호텔, 홈 스위트 홈 집콕메뉴 출시 등","이 상품은 진, 보드카, 데킬라와 토닉, 소다워터 등의 소프트드링크 및 레몬 슬라이스 등의 부재료를 패키지로 제공해 집에서도 쉽게 칵테일을 만들 수 있도록 구성됐다. 이밖에 감미롭고 로맨틱한 저녁을 위한..."
63,2020.12.22.,한국면세뉴스,"앱솔루트 보드카, 키티버니포니와 함께 한정판 리빙 굿즈 '마이 쥬시풀 홈 세...","앱솔루트 보드카(ABSOLUT VODKA)가 디자인 패브릭 브랜드 키티버니포니(kittybunnypony)와 협업해 '앱솔루트 주스... 페르노리카 코리아 앱솔루트 보드카 관계자는 ""'잇츠 어 쥬시풀 데이' 캠페인 영상이 '앱솔루트 주스..."
64,2020.12.22.,스포츠W,"앱솔루트 보드카 X 키티버니포니, 한정판 리빙 굿즈 '마이 쥬시풀 홈 세트' 출...", 앱솔루트 보드카(ABSOLUT VODKA)가 디자인 패브릭 브랜드 키티버니포니(kittybunnypony)와 협업해 ‘앱솔루트... 페르노리카 코리아 앱솔루트 보드카 관계자는 “‘잇츠 어 쥬시풀 데이’ 캠페인 영상이 ‘앱솔루트 주스...
65,2020.12.22.,시민일보,"앱솔루트 보드카, 키티버니포니와 협업한 한정판 리빙 굿즈 '마이 쥬시풀 홈 ...", 앱솔루트 보드카(ABSOLUT VODKA)가 디자인 패브릭 브랜드 키티버니포니(kittybunnypony)와 협업해 ‘앱솔루트... 페르노리카 코리아 앱솔루트 보드카 관계자는 “‘잇츠 어 쥬시풀 데이’ 캠페인 영상이 ‘앱솔루트 주스...
66,2020.12.22.,더퍼블릭,"앱솔루트, ‘It’s A Juicyful Day’ 캠페인 일환으로 ‘키티버니포니’와 협...", 앱솔루트 보드카(ABSOLUT VODKA)가 디자인 패브릭 브랜드 키티버니포니(kittybunnypony)와 협업해 ‘앱솔루트... 페르노리카 코리아 앱솔루트 보드카 관계자는 “‘잇츠 어 쥬시풀 데이’ 캠페인 영상이 ‘앱솔루트 주스...
67,2020.12.22.,기호일보,"앱솔루트 보드카 X 키티버니포니, 한정판 리빙 굿즈 '마이 쥬시풀 홈 세트' 출...","기호일보, KIHOILBO 앱솔루트 보드카(ABSOLUT VODKA)가 디자인 패브릭 브랜드 키티버니포니(kittybunnypony)와... 페르노리카 코리아 앱솔루트 보드카 관계자는 ""'잇츠 어 쥬시풀 데이' 캠페인 영상이 '앱솔루트 주스..."
68,2020.12.22.,하퍼스바자,나도 홈텐딩! 연말 홀리데이를 위한 초간단 #홈칵테일레서피,"보드카, 럼보다 확 와닿는 술 소주! 접근도가 용이한 데다 좋아하는 음료나 재료를 섞으면 쉽고 간단하게... 화이트 러시안 by 리니비니 우유와 생크림을 올려 맛은 달고 부드럽지만, 보드카가 올라가서 제법 도수가 센..."
69,2020.12.22.,허프포스트코리아,커플 또는 친구와 소규모 크리스마스를 보내는 최고의 방법 7가지,"보드카오렌지, 잭콕, 아이리시 커피 등 전통적인 칵테일부터 여러 가지 실험을 해볼 수 있다. 이 칵테일 가이드를 활용해 보라. (미리 재료를 준비하는 게 좋다.)  7. 크리스마스 영화나 쇼 즐기기정말 좋아하는 사람과..."
70,2020.12.22.,파이낸셜뉴스,"앱솔루트 주스 스트로베리, 한정판 굿즈 출시","앱솔루트 보드카는 패브릭 브랜드 키티버니포니와 협업해 '앱솔루트 주스 스트로베리'의 디자인을 담은... 페르노리카 코리아 앱솔루트 보드카 관계자는 ""평년보다 조용한 연말을 보내는 일상이지만, '마이 쥬시풀 홈 세트..."
71,2020.12.22.,싱글리스트,"앱솔루트 주스 스트로베리, 한정판 리빙굿즈 3종 출시",앱솔루트 보드카가 디자인 패브릭 브랜드 키티버니포니와 협업해 '앱솔루트 주스 스트로베리'만의 유니크한... 한편 '앱솔루트 주스 스트로베리'는 프리미엄 보드카 앱솔루트에 천연 딸기 주스를 더해 상큼하고 달콤한...
72,2020.12.22.,일간스포츠,"침체된 연말 분위기…주류업계, 가정용 주류 시장 '올인'",진행하고 온라인 유통망 확대 등을 기획하는 등 마케팅을 확대할 방침이다. 위스키 업체인 페르노리카코리아 역시 한정판인 보드카 ‘앱솔루트 무브먼트’를 출시하면서 연말 가정 수요에 대응하고 있다. 안민구 기자
