,0,1,2,3
10,2020.12.31.,중도일보,MZ세대 사로잡은 'K-와인' 청량하거나 간편하거나,"소주와 맥주, 와인, 위스키보다는 여전히 전통주 시장은 미약하지만, 가능성이 있다는 평가다. 이는 MZ 세대를 겨냥한 마케팅이 소소하게 퍼지면서 활력이 살아나고 있기 때문이다. 복분자와 사과 등 과일을 사용해..."
11,2020.12.30.,엑스포츠뉴스,"박미선, 호텔별 고급 케이크 리뷰…""'내돈내산' 선택은?"" (미선임파서블) [종...","레드 와인이나 위스키, 따뜻한 우유랑 함께 즐기면 더 맛있게 먹을 수 있다고 한다""라고 말했다. 박미선은 ""사실 얼마 전에 심진화네 집에서 레드와인이랑 다크초콜릿이랑 같이 먹어봤다. 와인의 신세계에 빠졌다...."
12,2020.12.30.,머니S,"동네마트 전용 앱 로마켓, 주류 스마트오더 서비스 출시","대상 품목은 현재 소주, 맥주, 막걸리에 한정하며, 내년 내 와인과 위스키까지 확장할 계획이다. 이 서비스는 소비자가 온라인 예약으로 마트에 머무르는 시간을 절약하며 안전하게 장을 볼 수 있게 돕고, 동시에 동네 마트..."
13,2020.12.30.,메종,새 술은 새해에! 새롭게 출시된 술 신제품 4,위스키 애호가의 수집 욕구를 불러일으키는 이번 에디션은 야생 기린의 보호와 함께 이에 대한 열정을 공유하고자 한다. 부드럽고 균형 잡힌 풍미의 10년 숙성 싱글 몰트위스키인 글렌모렌지 오리지널과 세트다....
14,2020.12.30.,소믈리에타임즈,"버번위스키부터 보드카까지, '2020 스피리츠(Spirits) BEST 10'",버번 위스키부터 8달러 마티니(Martini)에 이르기까지 광범위한 범주와 가격대에 걸쳐... 버번위스키 / 올드 피르제럴드 보틀드-인-본드 스프링 2019 에디션(Old Fitzgerald Bottled-in-Bond Spring...
15,2020.12.30.,소믈리에타임즈,해외 온라인 주류 마켓에서 가장 많이 거래된 '술 BEST 20',"12월 거래의 경우, 크리스마스를 맞아 샴페인과 위스키 거래가 활기를 띠고 있는데... 끌었으며, 위스키는 '맥켈란(Macallan)'과 '야마자키(Yamazaki)'가 가장 거래량이 많았다...."
16,2020.12.30.,연합인포맥스,"[차현진의 노미스마] 암호자산 랠리, 알고 즐기라","""위스키는 그냥 마셔도 좋고, 물을 타서 마셔도 좋고, 얼음을 담가 마셔도 좋습니다."" 위스키를 파는 사람들이 선전하는 말이다. 요즈음 비트코인 업계에서도 비슷한 말이 들린다. ""비트코인을 가상통화라고 불러도 좋고..."
17,2020.12.30.,이투데이,"""아직도 위스키 하이볼? 조선하이볼 즐겨보세요""",이투데이=유현희 기자 | 국순당 백세주 조선 하이볼 기획팩 출시 국순당이 백세주를 새로운 방식으로 즐길 수 있는 ‘백세주 조선하이볼 기획팩’을 출시한다고 30일 밝혔다. ‘백세주 조선하이볼’은 서울 강남의 고기...
18,2020.12.30.,서울신문,"‘전통주 덕후’, 한국 전통주 소믈리에 더스틴 웨사",그는 위스키나 와인보다 막걸리를 더 사랑하는 한국 전통주 소믈리에로 전통주를 연구하고 홍보하는 일에 오랜 시간을 바쳤다. 여러 방송을 통해 얼굴을 알리기 시작한 그는 지난 9월 방송된 MBC 예능 프로그램 ‘신기루...
19,2020.12.30.,아웃도어뉴스,아웃도어가 주목하는 1월 신제품 모음2,"싱글 몰트 글렌버기 프리미엄 스카치위스키 발렌타인이 싱글 몰트 글렌버기 12년, 15년에 이어 18년을 출시하면서 라인업을 완성했다. 발렌타인 위스키의 심장부인 글렌버기 증류소는 1810년 설립돼 200여 년의 오랜..."
20,2020.12.30.,이데일리,"국내 최초 특급 위스키, 뉴트로 바람 타고 '순항'",드링크인터내셔널은 뉴트로 트렌드를 반영해 출시한 국내 최초 특급 위스키 ‘패스포트’가 높은 품질과 ‘가성비’(가격 대비 성능)를 무기로 순항 중이라고 밝혔다. 드렁크인터내셔널은 친숙한 위스키 브랜드인...
21,2020.12.30.,글로벌이코노믹,[주류‧담배 결산&전망] '친환경' '온라인 소비' 지속 확산,새로운 음주문화와 젊은 세대를 공략하기 위해 막걸리업계와 위스키업계도 발 빠르게 움직였다. 막거리업계는 다양한 제품을 선보이는 한편 구독 서비스 등으로 차별화 전략을 펼쳤으며 위스키업체들은 저도주나 칵테일...
22,2020.12.29.,이데일리,[미리보는 이데일리신문] “정부 공급대책 미흡 이대론 전세난 지속”,"뉴트로 열풍타고 온 추억의 위스키…품질·가성비 다 잡아 △이데일리가 만났습니다 -[조태용 국민의 힘 의원] “정부, 北에 올인하다 외교력 후퇴…강대국에도 원칙 지키는 외교 필요” -“대북전단 살포 금지법에..."
23,2020.12.29.,엘르,소규모 집콕 홈 파티를 위한 근사한 테이크아웃 추천!_이럴 땐 이런 맛집 #15,"간단한 과일을 포함한 위스키 세트도 주문 가능하답니다. 주문은 인스타그램 DM, 전화 등으로 가능해요. 주소 서울 강남구 논현로 175길 101 *요즘 가장 핫한 맛집부터 동네 곳곳에 숨어 있는 노포까지, 내돈내먹 맛집 탐방!..."
24,2020.12.28.,GQ,오켄토션 마시러 가자,"오켄토션은 스코틀랜드 로우랜드에서 생산하는 싱글몰트 위스키다. 독특한 3회증류 방식을 고수해 다른 위스키보다 더 부드럽고 섬세한 맛을 자랑한다. 이 덕분에 애호가는 물론, 싱글몰트 입문자에게도 안성맞춤이다...."
25,2020.12.28.,GQ,1월의 술,"마지막 퍼즐 스코틀랜드의 글렌버기 증류소는 발렌타인 위스키의 근본이나 다름없다. 발렌타인 블렌딩 과정에서 고유의 스타일을 만든 원액들의 발원지이자, 브랜드 역사상 최초의 싱글 몰트위스키인 글렌버기 15년도..."
26,2020.12.28.,헤럴드POP,"한지민X남주혁 '조제', 알고보면 더 재밌는…TMI 비하인드 스토리 공개","뿐만 아니라 ‘조제’의 집 내부는 ‘조제’가 쉽게 물건을 사용할 수 있도록 세팅하였으며 헌책, 위스키 병, 가구 등 세월의 흔적을 간직한 소품들로 ‘조제’만의 취향까지 고스란히 담아내 리얼리티를 더했다. 이에..."
27,2020.12.28.,메트로신문,"부회장 출연,토크쇼, 웹드라마…유튜브, 식품업계 주요홍보채널로 급부상","윌리엄그랜트앤선즈는 국내 위스키 업계 최초로 웹 예능 '위스키 온 더 로드'를 방영하고 있다. 배우 진구와 안보현이 주인공으로 등장, 대표 제품인 싱글몰트 위스키 '글렌피딕'과 '발베니' '몽키숄더' '헨드릭스 진'과..."
28,2020.12.28.,티티엘뉴스,"[비주얼 뉴스] 환경, 예술, 미식, 모험, 스포츠 등 취향따라 고르는 핀란드","세계에서 가장 깨끗한 식수로 손꼽히는 곳으로, 라띠 지역에 여러 맥주 양조장과 핀란드의 대표적인 위스키 증류장이 자리잡은 것은 우연이 아니다. 그림 같은 호수가 있는 자연 장관, 전통적인 음식 문화..."
29,2020.12.28.,에스콰이어,"합정과 망원 대신 조용한 동네, #상수 핫플레이스 5",넘는 위스키 리스트와 탄노이 켄터베리 스피커로 퍼지는 잔잔한 음악들. 독막로 사거리에 자리한 싱글몰트 위스키 전문 바 리슨에 대한 설명이다. 리슨은 ‘손님의 말에 귀 기울이겠다’는 의미를 담아 ‘리스닝...
30,2020.12.28.,핀포인트뉴스,"[2020 글로벌 유통①] 포스트 코로나, ‘디지털 전환’ 어떻게 할 것인가",위스키의 고장인 스코틀랜드 양조장은 주류업계의 장기적인 전략보다는 비대면 채널을 단기적으로 확장하고 소비를 반등시키며 가정용 위스키 등 대중화에 힘쓰고 있다는 설명이다. 더불어 주류 판매점들은 이커머스를...
31,2020.12.28.,조선비즈,"[박순욱의 술기행] (41) “젊어진 요즘 문배술, 맛보셨나요?”","위스키 매출은 마트보다는 업소에서 발생하는데, 왜 문배술은 그게 안되나? 그런 고민을 하면서 음식점들을 많이 다니고, 다른 술들도 많이 마셔봤다. 문배술이 갖고 있는 강한 향은 옛날에는 숨기고 싶었다. 당시..."
32,2020.12.28.,KBS,"독일, 코로나19에도 위스키 판매 증가",독일 최초의 호밀 위스키 양조장이 코로나 19에도 매출이 올라 즐거운 비명을 지르고 있습니다. 스테판과... 이들은 2016년 이곳 증류소를 인수해 2017년부터 지역에서 생산된 곡물을 이용해 정통 라이 위스키뿐 아니라...
33,2020.12.28.,맥스무비,‘조제’ 알고 보면 더 재미있는 TMI 비하인드 스토리 공개,"뿐만 아니라, 조제의 집 내부는 조제가 쉽게 물건을 사용할 수 있도록 세팅했고, 헌책, 위스키 병, 가구 등 세월의 흔적을 간직한 소품들로 조제만의 취향까지 고스란히 담아내 사실감을 더했다. 이에 한지민은 “감독님께서..."
34,2020.12.28.,시사위크,[MOVIE 비하인드] '조제' 명장면 탄생시킨 한지민‧남주혁의 노력,"제작진은 조제의 집 내부에 조제가 쉽게 물건을 사용할 수 있도록 물건을 세팅했고, 헌책과 위스키 병, 가구 등 세월의 흔적을 간직한 소품들로 조제만의 취향까지 고스란히 담아내 리얼리티를 더했다. 조제를 연기한..."
35,2020.12.28.,KBS,"독일, 코로나 19에도 위스키 판매 증가",독일 최초의 호밀 위스키 양조장이 코로나 19에도 매출이 올라 즐거운 비명을 지르고 있습니다. 스테판과... 이들은 2016년 이곳 증류소를 인수해 2017년부터 지역에서 생산된 곡물을 이용해 정통 라이 위스키뿐 아니라...
36,2020.12.28.,톱데일리,'조제' 알고 보면 더 재미있는 비하인드 스토리 공개,"뿐만 아니라 '조제'의 집 내부는 '조제'가 쉽게 물건을 사용할 수 있도록 세팅하였으며 헌책, 위스키 병, 가구 등 세월의 흔적을 간직한 소품들로 '조제'만의 취향까지 고스란히 담아내 리얼리티를 더했다...."
37,2020.12.28.,뉴스엔,"‘조제’ 한지민-남주혁, 명장면 재회신 세 버전으로 찍은 이유","뿐만 아니라 ‘조제’의 집 내부는 ‘조제’가 쉽게 물건을 사용할 수 있도록 세팅하였으며 헌책, 위스키 병, 가구 등 세월의 흔적을 간직한 소품들로 ‘조제’만의 취향까지 고스란히 담아내 리얼리티를 더했다. 한지민은..."
38,2020.12.28.,싱글리스트,"'조제', 스코트랜드 촬영 비하인드는?...알고 보면 더 재미있는 TMI 3","뿐만 아니라 조제의 집 내부는 조제가 쉽게 물건을 사용할 수 있도록 세팅했으며 헌책, 위스키 병, 가구 등 세월의 흔적을 간직한 소품들로 조제만의 취향까지 고스란히 담아내 리얼리티를 더했다. 한지민은 ""김종관..."
39,2020.12.28.,국제뉴스,[칼럼] 새해는 잘못된 음주습관을 바꿔보자!,"10여년전 타계한 119세 미국 할머니는 휠체어에 위스키병을 안고 살았으며, 생전에 장수비결을 묻는 기자의 질문에 단 한마디로 ""나는 스트레스를 단 한 번도 받지 않고 살았다""고 했다. 이 말은 평생을 즐거움 속에 조금씩..."
40,2020.12.28.,일간스포츠,"한지민X남주혁 '조제', 알고 보면 더 재미있는 TMI","뿐만 아니라 조제의 집 내부는 조제’가 쉽게 물건을 사용할 수 있도록 세팅하였으며 헌책, 위스키 병, 가구 등 세월의 흔적을 간직한 소품들로 조제만의 취향까지 고스란히 담아내 리얼리티를 더했다. 이에 한지민은..."
41,2020.12.28.,중앙일보,"[더오래]모주, 양파 우유, 치킨 수프…세계의 감기 민간 요법","유럽지역에서는 위스키나 럼주, 보드카에다 약초, 향신료, 과일 등을 넣어 겨울을 이겨내는 음료로 마시고 있다. 한국은 전 세계에서 약초 처방이 가장 발달한 나라라고 할 수 있다. 독립적인 의료인으로 대우받는..."
42,2020.12.28.,미주중앙일보,제프의 아메리칸 저니 #7,숨을 크게 들이쉬고 마지막 남은 위스키 한 모금 을 쭉~욱 들이키고 일어섰다. 그녀가 내 동정을 살필 때 내 눈이 내 손가락 반지를 응시하니 그녀가 내심 아쉬운 표정을 짓는다. 먼발치에 있는 바텐더에게 검지...
43,2020.12.28.,이투데이,"[농업 미래, 농촌융복합산업] 밀과노닐다, 밀 키워 술 빚고 관광객 유치 ‘융...","위스키처럼 장기숙성해서 고품질의 증류주를 생산할 수 있다고 생각했다""며 ""기존 안동소주의 품격을 한층 높이는 프리미엄 소주를 만드는 것이 목표""라고 강조했다. 박 대표의 말처럼 실제로 진맥소주에서는 위스키..."
44,2020.12.28.,세계일보,전문가가 뽑은 연말연시 추천 증류주,"세종사이버대학교 바리스타&소믈리에학과 엄경자 학과장은 “기본적으로 술 자체의 맛이 워낙 훌륭해서 온더록스(on the rocks·유리잔에 얼음덩어리를 넣고, 거기에 위스키와 같은 주류를 넣어 마시는 방법) 및 칵테일이..."
45,2020.12.27.,매일경제,한 잔 술로 다독이는 마음-홀리데이 시즌을 위한 나만의 홈술,"이에 이마트24에서는 하이볼이나 위스키 등의 주류에 적합한 지름이 7cm인 구(球)형태의 볼아이스컵과... ▶홈술, 우중충할 필요가 없다 보통 위스키, 칵테일 하면 낯선 술과 재료 이름, 또 ‘독한 술’, ‘비싼 술’로..."
46,2020.12.27.,매일경제,영화 ‘조제’ 조제의 바디감은 공백일까 여운일까,"영석이 조제가 설명한 위스키의 바디감을 이해하지 못한 것처럼. 한국의 어느 지방 소도시. 다리가 불편해... 집을 가득 채운 헌 책과 낡은 사진들, 먼지 쌓인 위스키 병들까지…. 만나자마자 반말에, 다소 시니컬하지만..."
47,2020.12.27.,뉴스1,"봄여름가을겨울 김종진, 전태관 2주기 맞아 '보고싶은 친구' 발표","소속사 측은 ""'보일 것 같은 너의 모습, 둘러보아도 보이지 않고, 들릴 것 같은 너의 음성, 귀 기울여도 들리지 않네'를 부르는 한없이 공허한 그의 노래에는 위스키의 피트향이 묻어난다""고 소개하며, ""음악 안에서..."
48,2020.12.26.,신동아언론사 선정,2020년을 달려온 내게 건네는 뜨겁고 달콤한 홈술,대형마트에서 깔루아나 베일리스 같은 향긋하고 달콤한 술 한 종류와 보드카 혹은 버번위스키 한 종류를 각각 산다. 위스키에 달콤한 술을 섞어 입맛에 맞게 만든 뒤 얼음 한두 개 띄워 흔들어가며 천천히 마신다....
49,2020.12.25.,여성소비자신문,톰브라운 국내 최초 향수 사업 전개,"04 오 드 퍼퓸(베티버 앤 위스키)', '09.27.65.05 오 드 퍼퓸(베티버 앤 스모크)' 등이다. 톰브라운 향수는... 베티버 앤 큐컴버‧그레이프프루트‧로즈 상품은 낮 시간에 사용하기 좋고, 베티버 앤 위스키/스모크 상품은..."
50,2020.12.25.,머니S,"골든블루, ‘제5회 마스터블렌더 육성 프로젝트’ 장학생 모집","‘마스터블렌더’는 원료의 선택부터 발효, 증류, 숙성까지 위스키가 제조되는 모든 과정을 총괄... 해리엇와트 대학교는 위스키의 본고장인 스코틀랜드에 위치해 있으며, 영국 내에서 유일하게 양조·증류학과를..."
51,2020.12.25.,인사이트,"칵테일바 문닫은 요즘, 썸남과 집에서 달달각 잡을 수 있는 셀프 칵테일 레시...","우유맛 아이스크림+깔루아+위스키 조합은 아포카토처럼 달달한 맛으로 알쓰들도 부담없이 마실 수 있다.먼저 잔에 위스키를 반 정도 따르고, 여기에 우유 약간을 넣어 소스(?)를 만들어 준다.우유맛 아이스크림 한 스쿱에..."
52,2020.12.25.,일요신문,"아난티 힐튼 부산, ‘메리 크리스마스’ 선물할 다양한 프로모션 선봬","두 번째는 스코틀랜드의 ‘핫토디(Hot Toddy)’로, 위스키를 베이스로 꿀과 레몬을 믹스해 새콤 달콤하다. 이와 함께 하와이의 무더운 여름 크리스마스를 표현한 ‘마이타이(Mai Tai)’, 과일의 달콤한 풍미가 가득한..."
53,2020.12.25.,소믈리에타임즈,"전 세계인들의 축제, '크리스마스 음식' BEST 10","(Egg Nog) 우유와 계란을 활용한 마실 거리로, 계란 노른자, 설탕, 우유, 크림, 넛맥, 바닐라, 코코아 등을 넣고 선택적으로 브랜디, 럼, 위스키, 버번과 같은 증류주를 첨가하기도 한다. 크리스마스 시즌에 캐나다와..."
54,2020.12.25.,글로벌이코노믹,"심상훈의 금상첨화(金相添畵) - 문정희 ""응""과 르누아르 '부기발에서의 춤'","유리잔에 남은 저 술은 양주일까, 위스키일까. 아니면 맥주일까. 어쨌거나 술은 망우물(忘憂物)이라고 했다. 자고로 나의 근심을 풀어내기엔 이만한 최적의 물건도 없다. 그렇기에 주당들은 너나없이 누가 부르지..."
55,2020.12.25.,브릿지경제,"‘소맥 대신 칵테일 어때요?’...위스키업계, 연말 ‘홈술·홈파티’ 시장 공...","‘소맥 대신 칵테일 어때요?’...위스키업계, 연말 ‘홈술·홈파티’ 시장 공략 코로나19 확산세로 각종... 특히 전통적인 주류업계의 대세인 소주와 맥주, 최저가부터 고급까지 대중화된 와인 등에 밀린 위스키 업계는..."
56,2020.12.25.,데일리안,"[코로나 위기를 기회로③] 주류업계, ‘홈술’ 메인으로 부상",위스키업계 역시 마케팅 방향을 전환했다. 주요 브랜드들은 새로운 경험과 낮은 도수를 선호하는 밀레니얼... 독주라는 이유로 위스키를 기피하던 소비자들에게 위스키를 즐기는 다른 방법을 제시하고 있는 것이다. 특히...
57,2020.12.25.,조선비즈언론사 선정,송년회식 줄자 마트로 간 위스키... '한정판'으로 고객 잡는다,국내 1위 위스키 업체 디아지오코리아는 12월 말까지 전국 대형마트에서 '조니워커 블루 200주년 한정판 에디션' 등 프리미엄 위스키를 합리적인 가격에 판매하는 '조니워커 페스티벌' 프로모션을 진행한다. 사회적...
58,2020.12.24.,내일신문,"데일리 와인부터 고급 와인까지, 서초동 ‘와인 숲’","와인도 데일리 와인부터 와인 마니아들이 즐겨 찾는 고급 와인까지 1천여 종의 리스트를 갖추고 있으며, 최근 젊은 층에게 인기몰이 중인 예쁘고 독특한 레이블의 내추럴 와인과 위스키 등도 다양하게 갖추고 있다...."
59,2020.12.24.,에너지경제,"아난티 힐튼 부산, ‘크리스마스’ 다양한 프로모션 선봬","두 번째는 스코틀랜드의 ‘핫토디(Hot Toddy)’로 위스키를 베이스로 꿀과 레몬을 믹스해 새콤 달콤하다. 이와 함께 하와이의 무더운 여름 크리스마스를 표현한 ‘마이타이(Mai Tai)’, 과일의 달콤한 풍미가 가득한..."
60,2020.12.24.,디센터,"주식처럼 식품 토큰화해 사고 판다···힌트체인,식품 실물자산 디지털 거래...","이 프로젝트는 와인, 위스키 등 시간이 지나면 가치가 높아지는 식품 실물자산을 디지털 토큰화해 주식처럼 사고 팔 수 있는 플랫폼을 제공한다. 힌트체인은 오는 2021년 2분기 출시를 목표로 식품 실물자산을 거래하는..."
61,2020.12.24.,위클리오늘,숲과 호수의 나라 핀란드,"세계에서 가장 깨끗한 식수로 손꼽히는 곳으로, 라띠 지역에 여러 맥주 양조장과 핀란드의 대표적인 위스키 증류장이 자리 잡은 것은 우연이 아니다. 그림 같은 호수가 있는 자연 장관, 전통적인 음식 문화, 친환경 교통과..."
62,2020.12.24.,프라임경제,"아난티 힐튼 부산, 크리스마스·연말 프로모션 선봬","스코틀랜드 '핫토디(Hot Toddy)'는, 위스키 베이스로 꿀과 레몬을 믹스했다. 하와이의 무더운 여름 크리스마스를 표현한 '마이타이(Mai Tai)', 과일의 달콤한 풍미가 가득한 독일 '글루바인(Gluhwein)' 그리고 푸에르토리코의..."
63,2020.12.24.,EBN,편의점 가맹 해지율 낮추기 골몰,"여러 와인과 위스키, 리큐르 등을 진열해 매출을 극대화했다. 지금까지 출점한 주류특화매장은 2200여 곳에 이른다. 업계 한 관계자는 ""단순히 계약해지율의 증감은 기업 이미지나 인지도를 결정 짓지는 않는다..."
64,2020.12.24.,한국경제,"라방 90분에 11억 팔린 파바케이크…연말, 바빠진 식품업계","위스키도 맥주도 ""집으로 모여"" 연말 송년 모임이 사라지면서 가장 큰 타격을 입은 주류업계도 빠르게... 디아지오코리아의 대표 위스키인 조니워커는 온라인 홈파티 컨셉으로 지난 14일 '랜선 조니파티'를 개최한 데..."
65,2020.12.24.,서울경제,"아난티 힐튼 부산, 크리스마스 프로모션 선보여","두 번째는 스코틀랜드의 ‘핫토디’(Hot Toddy)로, 위스키를 베이스로 꿀과 레몬을 믹스해 새콤 달콤하다. 이와 함께 하와이의 무더운 여름 크리스마스를 표현한 ‘마이타이’(Mai Tai), 과일의 달콤한 풍미가 가득한..."
66,2020.12.24.,데일리한국,"아난티 힐튼 부산, 크리스마스·연말 맞아 다양한 프로모션 선봬","우유, 생크림의 부드러움과 꼬냑의 달콤한 풍미가 함께 어우러진 미국의 ‘에그녹’, 위스키를 베이스로 꿀과 레몬을 믹스해 새콤 달콤한 스코틀랜드의 ‘핫토디’, 하와이의 무더운 여름 크리스마스를 표현한..."
67,2020.12.24.,헤럴드경제,"아난티 힐튼 부산, 31일까지 ‘메리 크리스마스’ 프로모션 다채","두 번째는 스코틀랜드의 ‘핫토디(Hot Toddy)’로, 위스키를 베이스로 꿀과 레몬을 믹스해 새콤 달콤하다. 이와 함께 하와이의 무더운 여름 크리스마스를 표현한 ‘마이타이(Mai Tai)’, 과일의 달콤한 풍미가 가득한..."
68,2020.12.24.,마리끌레르,맥캘란의 장인정신과 전통을 담은 ‘레드 컬렉션’,"*본 기사는 맥캘란의 제작비를 지원받아 제작되었습니다.* 맥캘란 '레드 컬렉션' 세계 최고의 싱글몰트위스키로 알려져 있는 위스키, 맥캘란(The Macallan). 200여 년 동안 최상위 품질의 위스키를 생산하기 위해..."
69,2020.12.24.,오피니언타임스,의리파 가수 최남용의 쓸쓸했던 생애,진이다 위스키다 창자에 구멍이 뚫어지는 독한 술을 가져 오너라! 뭐? 술을 왜 먹느냐고? 술을 먹지 말라고? 건방진 소리를 말아라! 나는 술이 아니고서는 살 수 없는 가엾은 동물이란다! 고향도 연인도 명예도 황금도 죄다...
70,2020.12.24.,조이뉴스24,"크리스마스 음식, 퐁듀·감바스 어때요? 인기메뉴 베스트5","▲사과 사이다·에그 노그·와인 에그 노그는 사과 음료와 알코올(위스키, 브랜디 등)에 달걀을 섞어 만든다. 미국의 크리스마스 음료로 비교적 쉽게 만들 수 있고 달지 않아 많은 이들이 선호한다. 또 크리스마스 하면 보통..."
71,2020.12.24.,매일경제,"[#술술 따라가는 여행] 정용진이 세 번 취한 인생 막걸리, 11만원이 겸손한 가...",오병인 주인장은 위스키를 개발하느라 분주했다. 잠시 후 연구소에서 만난 그는 여러 가지 질문 공세에... 와인이나 위스키가 100달러면 좋은 술에 들어가나. 일반적으로 막걸리니까 시장 형성이 낮게 되어 있으니까. 우린...
72,2020.12.24.,머니S언론사 선정,'접대 문화 꽃' 위스키 울고… '혼술' 와인 웃는다,국내 주류시장 대다수를 차지하는 소주와 맥주는 물론 전통주인 막걸리와 수입 주류인 위스키·와인까지... 홈술과 혼술이 늘자 술상에서 위스키는 내려가고 와인이 올라왔다. 연말을 맞아 달라진 대한민국 주(酒)...
73,2020.12.24.,머니S언론사 선정,"참이슬에 한번, 진로로 두번… 술판이 뒤집혔다",국내 주류시장 대다수를 차지하는 소주와 맥주는 물론 전통주인 막걸리와 수입 주류인 위스키·와인까지... 홈술과 혼술이 늘자 술상에서 위스키는 내려가고 와인이 올라왔다. 연말을 맞아 달라진 대한민국 주(酒)...
74,2020.12.24.,머니S언론사 선정,막걸리 '아재술' 옛말… 제2의 전성기 열렸다,국내 주류시장 대다수를 차지하는 소주와 맥주는 물론 전통주인 막걸리와 수입 주류인 위스키·와인까지... 홈술과 혼술이 늘자 술상에서 위스키는 내려가고 와인이 올라왔다. 연말을 맞아 달라진 대한민국 주(酒)세계를...
75,2020.12.24.,머니S언론사 선정,“니들이 국산맥주 맛을 알어~?”,국내 주류시장 대다수를 차지하는 소주와 맥주는 물론 전통주인 막걸리와 수입 주류인 위스키·와인까지... 홈술과 혼술이 늘자 술상에서 위스키는 내려가고 와인이 올라왔다. 연말을 맞아 달라진 대한민국 주(酒)세계를...
76,2020.12.24.,머니S언론사 선정,집에서 닭발에 소맥 한 잔… 홈술 시장 커졌다,국내 주류시장 대다수를 차지하는 소주와 맥주는 물론 전통주인 막걸리와 수입 주류인 위스키·와인까지... 홈술과 혼술이 늘자 술상에서 위스키는 내려가고 와인이 올라왔다. 연말을 맞아 달라진 대한민국 주(酒)...
77,2020.12.23.,부산일보,"맥캘란, 새 한정판 '레드 컬렉션' 출시","세계적인 프리미엄 싱글몰트 위스키 맥캘란을 수입 유통하고 있는 디앤피스피리츠는 맥캘란의 레드... 국내에는 40년, 50년, 60년 제품이 유명 호텔·위스키 바에서 판매될 예정이다. 국내에 출시되는 40년, 50년, 60년..."
